Volume,Issue,Link,Title,Author 1,Author 2,Author 3,Gender_Author 1,Gender_Author 2,Gender_Author 3,Article_Gender,Intro,Intro_check
12,3,https://link.springer.com/article/10.1007/s10887-007-9019-x,Inequality and mobility,John Hassler,José V. Rodríguez Mora,Joseph Zeira,Male,Male,Male,Male,,0
12,3,https://link.springer.com/article/10.1007/s10887-007-9018-y,"Prizes for basic research: Human capital, economic might and the shadow of history",Joshua Aizenman,Ilan Noy,,Male,Male,,Male,,0
12,4,https://link.springer.com/article/10.1007/s10887-007-9021-3,In sorrow to bring forth children: fertility amidst the plague of HIV,Alwyn Young,,,Male,,,Male,,0
12,4,https://link.springer.com/article/10.1007/s10887-007-9023-1,The Manhattan Metaphor,Pietro F. Peretto,Michelle Connolly,,Male,Female,,Mix,,0
12,4,https://link.springer.com/article/10.1007/s10887-007-9022-2,Escaping high mortality,Javier A. Birchenall,,,,,,Unknown,,0
13,1,https://link.springer.com/article/10.1007/s10887-007-9024-0,Semi-endogenous versus Schumpeterian growth models: testing the knowledge production function using international data,Jakob B. Madsen,,,Male,,,Male,,0
13,1,https://link.springer.com/article/10.1007/s10887-007-9025-z,Easter Island’s collapse: a tale of a population race,David de la Croix,Davide Dottori,,Male,Male,,Male,,0
13,1,https://link.springer.com/article/10.1007/s10887-008-9027-5,Redistribution and entrepreneurship with Schumpeterian growth,Cecilia García-Peñalosa,Jean-François Wen,,Female,Male,,Mix,,0
13,2,https://link.springer.com/article/10.1007/s10887-008-9029-3,Death and development,Peter Lorentzen,John McMillan,Romain Wacziarg,Male,Male,Male,Male,,0
13,2,https://link.springer.com/article/10.1007/s10887-008-9030-x,Technological progress and regress in pre-industrial times,Shekhar Aiyar,Carl-Johan Dalgaard,Omer Moav,Male,Male,Male,Male,,0
13,2,https://link.springer.com/article/10.1007/s10887-008-9026-6,Entry costs and cross-country differences in productivity and output,Levon Barseghyan,,,Male,,,Male,,0
13,3,https://link.springer.com/article/10.1007/s10887-008-9032-8,The curse of aid,Simeon Djankov,Jose G. Montalvo,Marta Reynal-Querol,Male,Male,Female,Mix,,0
13,3,https://link.springer.com/article/10.1007/s10887-008-9033-7,"Population, food, and knowledge: a simple unified growth theory",Holger Strulik,Jacob Weisdorf,,Male,Male,,Male,,0
13,3,https://link.springer.com/article/10.1007/s10887-008-9031-9,Book production and the onset of modern economic growth,Joerg Baten,Jan Luiten van Zanden,,Male,Male,,Male,,0
13,4,https://link.springer.com/article/10.1007/s10887-008-9035-5,Technology usage lags,Diego Comin,Bart Hobijn,Emilie Rovito,Male,Male,Female,Mix,,0
13,4,https://link.springer.com/article/10.1007/s10887-008-9034-6,A structural model of the transition to agriculture,Matthew J. Baker,,,Male,,,Male,,0
13,4,https://link.springer.com/article/10.1007/s10887-008-9028-4,Coevolution of human speech and trade,Richard D. Horan,Erwin H. Bulte,Jason F. Shogren,Male,Male,Male,Male,,0
14,1,https://link.springer.com/article/10.1007/s10887-009-9037-y,Volatility and firm growth,Alberto Chong,Mark Gradstein,,Male,Male,,Male,,0
14,1,https://link.springer.com/article/10.1007/s10887-009-9038-x,Climate reversals and the transition to agriculture,Gregory K. Dow,Clyde G. Reed,Nancy Olewiler,Male,Male,Female,Mix,,0
14,1,https://link.springer.com/article/10.1007/s10887-009-9036-z,Effects of blocking patents on R&D: a quantitative DGE analysis,Angus C. Chu,,,Male,,,Male,,0
14,2,https://link.springer.com/article/10.1007/s10887-009-9039-9,"Fertility, female labor force participation, and the demographic dividend",David E. Bloom,David Canning,Jocelyn E. Finlay,Male,Male,Female,Mix,,0
14,2,https://link.springer.com/article/10.1007/s10887-009-9040-3,A Monte Carlo study of growth regressions,William R. Hauk Jr.,Romain Wacziarg,,Male,Male,,Male,,0
14,2,https://link.springer.com/article/10.1007/s10887-009-9041-2,Reconciling Kuznets and Habbakuk in a unified growth theory,Alex Mourmouras,Peter Rangazas,,Male,Male,,Male,,0
14,3,https://link.springer.com/article/10.1007/s10887-009-9044-z,Mapping prices into productivity in multisector growth models,L. Rachel Ngai,Roberto M. Samaniego,,,Male,,Male,,0
14,3,https://link.springer.com/article/10.1007/s10887-009-9043-0,"Education, corruption, and the distribution of income",Theo Eicher,Cecilia García-Peñalosa,Tanguy van Ypersele,Male,Female,Male,Mix,,0
14,3,https://link.springer.com/article/10.1007/s10887-009-9042-1,How do epidemics induce behavioral changes?,Raouf Boucekkine,Rodolphe Desbordes,Hélène Latzer,Male,Male,Female,Mix,,0
14,4,https://link.springer.com/article/10.1007/s10887-009-9046-x,Do all countries follow the same growth process?,Ann L. Owen,Julio Videras,Lewis Davis,Female,Male,Male,Mix,,0
14,4,https://link.springer.com/article/10.1007/s10887-009-9045-y,The dual economy in long-run development,Dietrich Vollrath,,,Male,,,Male,,0
14,4,https://link.springer.com/article/10.1007/s10887-009-9047-9,Creditor protection and the dynamics of the distribution in oligarchic societies,Manuel Oechslin,,,Male,,,Male,,0
15,1,https://link.springer.com/article/10.1007/s10887-009-9048-8,Do international labor standards contribute to the persistence of the child-labor problem?,Matthias Doepke,Fabrizio Zilibotti,,Male,Male,,Male,,0
15,1,https://link.springer.com/article/10.1007/s10887-010-9049-7,A macroeconomic perspective on Knowledge Management,Mathias Thoenig,Thierry Verdier,,Male,Male,,Male,,0
15,1,https://link.springer.com/article/10.1007/s10887-010-9050-1,"Mortality change, the uncertainty effect, and retirement",Sebnem Kalemli-Ozcan,David N. Weil,,Female,Male,,Mix,,0
15,2,https://link.springer.com/article/10.1007/s10887-010-9052-z,The power of the family,Alberto Alesina,Paola Giuliano,,Male,Female,,Mix,,0
15,2,https://link.springer.com/article/10.1007/s10887-010-9051-0,The Green Solow model,William A. Brock,M. Scott Taylor,,Male,Male,,Male,,0
15,2,https://link.springer.com/article/10.1007/s10887-010-9053-y,Wealth inequality and credit markets: evidence from three industrialized countries,Markus Brückner,Kerstin Gerling,Hans Peter Grüner,Male,Female,Male,Mix,,0
15,3,https://link.springer.com/article/10.1007/s10887-010-9054-x,The trade-off between fertility and education: evidence from before the demographic transition,Sascha O. Becker,Francesco Cinnirella,Ludger Woessmann,,Male,Male,Male,,0
15,3,https://link.springer.com/article/10.1007/s10887-010-9055-9,Cross-country variation in educational attainment: structural change or within-industry skill upgrading?,Lutz Hendricks,,,Male,,,Male,,0
15,3,https://link.springer.com/article/10.1007/s10887-010-9056-8,Pacifying monogamy,Nils-Petter Lagerlöf,,,Male,,,Male,,0
15,4,https://link.springer.com/article/10.1007/s10887-010-9057-7,Four centuries of British economic growth: the roles of technology and population,Jakob B. Madsen,James B. Ang,Rajabrata Banerjee,Male,Male,,Male,,0
15,4,https://link.springer.com/article/10.1007/s10887-010-9059-5,The role of mortality in the transmission of knowledge,Michael Bar,Oksana Leukhina,,Male,Female,,Mix,,0
15,4,https://link.springer.com/article/10.1007/s10887-010-9058-6,The Galor–Weil gender-gap model revisited: from home to market,Masako Kimura,Daishin Yasui,,Female,Male,,Mix,,0
16,1,https://link.springer.com/article/10.1007/s10887-011-9060-7,"Flows of people, flows of ideas, and the inequality of nations",Thomas Barnebeck Andersen,Carl-Johan Dalgaard,,Male,Male,,Male,,0
16,1,https://link.springer.com/article/10.1007/s10887-011-9061-6,Tariffs and economic growth in the first era of globalization,Moritz Schularick,Solomos Solomou,,Male,Male,,Male,,0
16,1,https://link.springer.com/article/10.1007/s10887-011-9062-5,Parental nurturing and adverse effects of redistribution,Debasis Bandyopadhyay,Xueli Tang,,Male,Female,,Mix,,0
16,2,https://link.springer.com/article/10.1007/s10887-011-9065-2,Life expectancy and economic growth: the role of the demographic transition,Matteo Cervellati,Uwe Sunde,,Male,Male,,Male,,0
16,2,https://link.springer.com/article/10.1007/s10887-011-9066-1,"Innovations, patent races and endogenous growth",Joseph Zeira,,,Male,,,Male,,0
16,2,https://link.springer.com/article/10.1007/s10887-011-9064-3,"Leisure goods, education attainment and fertility choice",Ragchaasuren Galindev,,,,,,Unknown,,0
16,3,https://link.springer.com/article/10.1007/s10887-011-9068-z,The stability and breakup of nations: a quantitative analysis,Klaus Desmet,Michel Le Breton,Shlomo Weber,Male,Male,Male,Male,,0
16,3,https://link.springer.com/article/10.1007/s10887-011-9067-0,A contribution to the theory and empirics of Schumpeterian growth with worldwide interactions,Cem Ertur,Wilfried Koch,,Male,Male,,Male,,0
16,3,https://link.springer.com/article/10.1007/s10887-011-9063-4,Optimal research and development and the cost of business cycles,Galo Nuño,,,Male,,,Male,,0
16,4,https://link.springer.com/article/10.1007/s10887-011-9069-y,On the link between volatility and growth,Olaf Posch,Klaus Wälde,,Male,Male,,Male,,0
16,4,https://link.springer.com/article/10.1007/s10887-011-9071-4,The network structure of economic output,Ricardo Hausmann,César A. Hidalgo,,Male,Male,,Male,,0
16,4,https://link.springer.com/article/10.1007/s10887-011-9074-1,The agricultural basis of comparative development,Dietrich Vollrath,,,Male,,,Male,,0
17,1,https://link.springer.com/article/10.1007/s10887-011-9073-2,Do brain drain and poverty result from coordination failures?,David de la Croix,Frédéric Docquier,,Male,Male,,Male,,0
17,1,https://link.springer.com/article/10.1007/s10887-011-9070-5,"History’s a curse: leapfrogging, growth breaks and growth reversals under international borrowing without commitment",Raouf Boucekkine,Patrick A. Pintus,,Male,Male,,Male,,0
17,1,https://link.springer.com/article/10.1007/s10887-011-9072-3,A polarization-cohesion perspective on cross-country convergence,Gordon Anderson,Oliver Linton,Teng Wah Leo,Male,Male,,Male,,0
17,2,https://link.springer.com/article/10.1007/s10887-011-9075-0,The roots of ethnic diversity,Pelle Ahlerup,Ola Olsson,,Male,Male,,Male,,0
17,2,https://link.springer.com/article/10.1007/s10887-011-9076-z,Markets and jungles,Thomas Gall,Paolo Masella,,Male,Male,,Male,,0
17,2,https://link.springer.com/article/10.1007/s10887-011-9077-y,Evaluating the effects of entry regulations and firing costs on international income differences,Hernan J. Moscoso Boedo,Toshihiko Mukoyama,,Male,Male,,Male,,0
17,3,https://link.springer.com/article/10.1007/s10887-012-9079-4,"Warfare, fiscal capacity, and performance",Mark Dincecco,Mauricio Prado,,Male,Male,,Male,,0
17,3,https://link.springer.com/article/10.1007/s10887-012-9080-y,The evolution of markets and the revolution of industry: a unified theory of growth,Klaus Desmet,Stephen L. Parente,,Male,Male,,Male,,0
17,3,https://link.springer.com/article/10.1007/s10887-012-9078-5,Investing in public investment: an index of public investment efficiency,Era Dabla-Norris,Jim Brumby,Chris Papageorgiou,Female,Male,,Mix,,0
17,4,https://link.springer.com/article/10.1007/s10887-012-9081-x,"Do better schools lead to more growth? Cognitive skills, economic outcomes, and causation",Eric A. Hanushek,Ludger Woessmann,,Male,Male,,Male,,0
17,4,https://link.springer.com/article/10.1007/s10887-012-9084-7,The economic value of virtue,Fabio Mariani,,,Male,,,Male,,0
17,4,https://link.springer.com/article/10.1007/s10887-012-9085-6,The long-run determinants of fertility: one century of demographic change 1900–1999,Dierk Herzer,Holger Strulik,Sebastian Vollmer,Male,Male,Male,Male,,0
18,1,https://link.springer.com/article/10.1007/s10887-012-9086-5,"The farm, the city, and the emergence of social security",Elizabeth M. Caucutt,Thomas F. Cooley,Nezih Guner,Female,Male,Male,Mix,,0
18,1,https://link.springer.com/article/10.1007/s10887-012-9082-9,"Basic research, openness, and convergence",Hans Gersbach,Maik T. Schneider,Olivier Schneller,Male,Male,Male,Male,,0
18,1,https://link.springer.com/article/10.1007/s10887-012-9083-8,Measuring human development: a stochastic dominance approach,Mehmet Pinar,Thanasis Stengos,Nikolas Topaloglou,Male,Male,Male,Male,,0
18,2,https://link.springer.com/article/10.1007/s10887-013-9089-x,Parasitical cultures? The cultural origins of institutions and development,Robbert Maseland,,,Male,,,Male,,0
18,2,https://link.springer.com/article/10.1007/s10887-013-9088-y,Federal regulation and aggregate economic growth,John W. Dawson,John J. Seater,,Male,Male,,Male,"Macroeconomists typically divide government economic activity into four broad classes: spending, taxation, deficits, and monetary policy. There is, however, a fifth class of activity that may well have important effects on economic activity but that nevertheless has received little attention in the macroeconomic literature: regulation. Although microeconomists have analyzed both the causes and effects of regulation for decades, macroeconomists have joined the discussion only much more recently, with a number of empirical studies suggesting that regulation has significant macroeconomic effects. Goff (1996) apparently was the pioneer, using factor analysis to construct a measure of total regulation in the United States and finding a type of Granger-causality effect of regulation on the path of output. Subsequently, development of several excellent sets of regulation data in cross-sections and panels of countries has led to many new studies of regulation’s economic impact; see Nicoletti et al. (2000, 2001), Bassanini and Ernst (2002), Djankov et al. (2002, 2006), Nicoletti and Scarpetta (2003), and Loayza et al. (2004, 2005) for cross-section studies and Bandiera et al. (2000), Alesina et al. (2003) and Kaufman et al. (2003) for panel studies. Almost all these studies conclude that regulation has deleterious effects on economic activity. Existing measures of regulation have two important limitations, however, that restrict their usefulness in quantifying regulation’s effects on the time path of the aggregate economy: (1) restriction to a small subset of regulations and (2) a short time dimension. For example, the OECD data set, used in several of the studies cited above, considers only product market and employment protection regulation (Nicoletti et al. 2000). The time span of the data ranges from none at all (the cross-section data sets) to a maximum of 20 years (the panel data sets of Nicoletti et al. 2001, and Kaufman et al. 2003). Restricting attention to a subset of regulations is problematic because, as we document below, the included regulations often are highly correlated both contemporaneously and intertemporally with the omitted regulations, leading to omitted variables bias in any regression analysis. A short time dimension makes analysis of dynamics difficult or impossible. We construct a new measure of federal regulation in the US that overcomes these limitations, and we use our measure to analyze the macrodynamic effects of regulation. Our measure includes literally all federal regulations over a period of 57 years. It is complementary to the existing measures, covering different dimensions of the body of regulation and useful for addressing different types of questions. Our measure is designed for time series analysis and thus is particularly well-suited to examining the impact of regulation on macroeconomic dynamics. We use our series in an equation derived from endogenous growth theory to examine regulation’s effect on the time paths of output and total factor productivity (TFP) and secondarily on the paths of labor and capital services. The major effect is on the growth rate of output. We find that regulation added since 1949 has reduced the aggregate growth rate on average by about 2 percentage points over our sample period. As usual with the compound effect of growth rates, the accumulated effect of a moderate change in the growth rate leads to large effects on the level over time. In particular, our estimates indicate that annual output by 2005 is about 28 % of what it would have been had regulation remained at its 1949 level. Regulation also affects the dynamic adjustment paths of all variables, altering both the trend and level of each variable and usually having both contemporaneous and lagged effects. The effect of regulation on TFP is especially noteworthy. Increases in regulation explain much of the productivity slowdown of the 1970s. Regulation’s effects differ for output, TFP, capital, and labor, implying that regulation alters the allocation of resources. Where our findings are comparable with those of previous cross-section and panel studies, they generally are consistent with them. In particular, our estimated growth rate reduction of about 2 percentage points is in line with results obtained from the cross-section and panel studies.",1
